Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not_Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,TotalIncomeLog,LoanAmountLog,Credit_History,Loan_Status
0,1,0,1,1,0,0,1,1,0,0,8.656259239539235,4.969813299576001,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.370084326378025,5.0689042022202315,1.0,0
0,1,0,1,0,1,1,0,0,0,1,8.524962928680598,4.709530201312334,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.220672170297252,4.787491742782046,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.340933226000878,4.477336814478207,1.0,1
1,0,1,0,1,0,1,0,0,1,0,8.172164452111904,4.718498871295094,1.0,1
0,1,0,1,1,0,0,1,1,0,0,9.210340371976184,5.043425116919247,1.0,0
0,1,0,1,1,0,1,0,0,1,0,8.426611813185,4.74493212836325,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.418697944667139,4.820281565605037,1.0,1
0,1,0,1,0,1,1,0,1,0,0,8.55468163582723,4.787491742782046,1.0,1
1,0,1,0,1,0,1,0,1,0,0,8.724369949208368,4.882801922586371,1.0,1
0,1,0,1,1,0,1,0,1,0,0,9.615805480084347,5.703782474656201,1.0,1
0,1,0,1,1,0,0,1,1,0,0,9.521421537856195,5.929589143389895,0.0,0
0,1,1,0,1,0,1,0,1,0,0,8.50045386741194,4.867534450455582,0.0,1
0,1,0,1,1,0,0,1,0,1,0,8.984443032465352,5.214935757608986,1.0,1
1,0,0,1,1,0,1,0,0,0,1,8.822322177471738,4.700480365792417,1.0,0
1,0,1,0,1,0,1,0,0,0,1,7.824046010856292,4.204692619390966,1.0,1
0,1,1,0,1,0,1,0,0,0,1,8.728587995695898,4.762173934797756,1.0,1
0,1,1,0,1,0,1,0,0,1,0,7.984462732262196,4.584967478670572,1.0,1
0,1,1,0,1,0,1,0,0,0,1,7.949091499830517,4.2626798770413155,1.0,1
0,1,0,1,1,0,1,0,0,0,1,11.05622495553552,6.194405391104672,1.0,1
0,1,0,1,1,0,0,1,0,0,1,9.364433907313582,5.204006687076795,1.0,1
0,1,0,1,1,0,0,1,0,1,0,9.209640126861789,4.248495242049359,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.689127655323706,5.075173815233827,1.0,1
0,1,0,1,1,0,0,1,1,0,0,8.867850063029406,5.170483995038151,1.0,1
1,0,1,0,0,1,1,0,0,0,1,7.512071245835466,4.718498871295094,0.0,0
1,0,1,0,1,0,1,0,0,1,0,8.333270353255308,4.2626798770413155,1.0,1
0,1,0,1,0,1,1,0,1,0,0,8.350902451694811,5.153291594497779,1.0,0
1,0,1,0,1,0,1,0,1,0,0,7.774015077250727,3.828641396489095,1.0,0
0,1,0,1,0,1,1,0,0,0,1,8.662677858158219,5.062595033026967,1.0,1
0,1,0,1,0,1,1,0,0,1,0,8.062432791583195,4.30406509320417,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.499640032168648,4.8283137373023015,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.508555998020574,5.075173815233827,1.0,1
0,1,0,1,0,1,1,0,1,0,0,8.817742129574842,5.0238805208462765,0.0,0
0,1,0,1,0,1,1,0,0,0,1,8.566173813637858,4.836281906951478,1.0,1
0,1,0,1,1,0,1,0,0,1,0,9.29798488182823,5.556828061699537,1.0,1
0,1,0,1,1,0,1,0,1,0,0,9.090993614343617,5.231108616854587,1.0,1
0,1,0,1,1,0,1,0,0,1,0,9.114159813502214,5.429345628954441,1.0,1
0,1,1,0,1,0,1,0,1,0,0,9.466299552232016,5.730099782973574,1.0,0
0,1,0,1,1,0,1,0,1,0,0,8.465689348549121,4.553876891600541,1.0,1
1,0,0,1,1,0,0,1,1,0,0,8.612503371220562,4.653960350157523,0.0,0
1,0,0,1,1,0,1,0,0,1,0,7.982074875081202,4.867534450455582,1.0,1
1,0,1,0,1,0,1,0,0,0,1,8.246171559857563,4.7535901911063645,1.0,1
0,1,0,1,1,0,1,0,1,0,0,9.350102314351341,5.10594547390058,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.262300941787448,4.204692619390966,1.0,0
0,1,0,1,0,1,1,0,0,0,1,8.448057452581375,4.605170185988092,0.0,0
0,1,0,1,1,0,1,0,0,1,0,9.0280988119824,5.298317366548036,1.0,1
1,0,1,0,1,0,1,0,0,1,0,8.460199469896118,4.394449154672439,1.0,0
0,1,0,1,1,0,1,0,0,1,0,9.067277989134345,5.4638318050256105,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.865452825753623,4.867534450455582,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.707152175339404,4.553876891600541,1.0,1
0,1,1,0,1,0,0,1,1,0,0,8.82790796297859,4.948759890378168,1.0,1
0,1,1,0,0,1,1,0,1,0,0,8.734881892047483,4.890349128221754,1.0,0
0,1,1,0,1,0,1,0,0,1,0,7.824046010856292,4.564348191467836,1.0,0
0,1,1,0,1,0,1,0,1,0,0,8.541690663016626,4.820281565605037,0.0,0
0,1,0,1,1,0,1,0,0,1,0,8.752265313595721,5.1647859739235145,1.0,1
0,1,0,1,1,0,1,0,1,0,0,10.126471091048971,6.345636360828596,1.0,0
1,0,1,0,1,0,0,1,0,1,0,9.665166909622071,4.007333185232471,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.553525120663627,5.043425116919247,1.0,1
0,1,0,1,1,0,0,1,1,0,0,9.752432077616172,5.940171252720432,1.0,1
0,1,1,0,1,0,1,0,0,0,1,8.526945482858915,4.709530201312334,0.0,0
1,0,1,0,1,0,1,0,0,0,1,8.348301054933943,4.700480365792417,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.655214489313613,4.787491742782046,1.0,1
0,1,0,1,1,0,1,0,1,0,0,9.52850315168155,4.867534450455582,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.368693183097793,4.867534450455582,1.0,1
0,1,1,0,1,0,1,0,0,0,1,8.029107054619736,4.2626798770413155,1.0,0
0,1,0,1,1,0,1,0,0,0,1,8.592486175451668,4.867534450455582,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.671286726753637,4.852030263919617,1.0,1
0,1,1,0,1,0,1,0,0,1,0,9.227492430793749,5.69035945432406,1.0,1
1,0,1,0,1,0,1,0,0,0,1,8.699514748210191,5.049856007249537,1.0,1
0,1,1,0,1,0,0,1,0,0,1,8.877242435993919,4.852030263919617,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.42639282708974,4.605170185988092,1.0,0
0,1,1,0,1,0,1,0,0,0,1,8.207129168071326,4.727387818712341,1.0,1
0,1,1,0,0,1,1,0,0,1,0,8.28045768658256,4.882801922586371,1.0,1
0,1,0,1,0,1,1,0,0,0,1,8.72355674269043,4.787491742782046,0.0,0
0,1,0,1,1,0,1,0,0,0,1,8.465899897028686,4.912654885736052,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.610319169405722,4.8283137373023015,1.0,1
0,1,1,0,1,0,1,0,1,0,0,9.123365357961776,5.220355825078324,1.0,1
0,1,0,1,1,0,1,0,1,0,0,9.159468041602427,5.616771097666572,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.454892165218858,4.787491742782046,1.0,1
0,1,0,1,0,1,1,0,0,1,0,8.193676665955241,4.727387818712341,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.411832675758411,4.727387818712341,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.23217423638394,4.90527477843843,1.0,1
1,0,1,0,1,0,1,0,0,0,1,8.064636475774222,4.2626798770413155,0.0,0
0,1,0,1,1,0,1,0,0,0,1,8.410053315858335,4.553876891600541,1.0,1
0,1,1,0,0,1,1,0,1,0,0,8.624791202014256,4.6913478822291435,1.0,1
1,0,1,0,1,0,1,0,0,1,0,8.101677747454572,4.634728988229636,0.0,0
0,1,0,1,0,1,1,0,0,0,1,7.968665700466235,3.8066624897703196,0.0,0
0,1,1,0,0,1,1,0,1,0,0,7.9211727215870145,4.174387269895637,1.0,0
0,1,1,0,1,0,1,0,0,1,0,10.021270588192511,4.634728988229636,1.0,1
1,0,1,0,0,1,1,0,0,1,0,7.5822291942764615,3.970291913552122,1.0,1
1,0,1,0,1,0,0,1,1,0,0,8.914760527397261,5.267858159063328,1.0,0
1,0,1,0,1,0,1,0,0,1,0,8.42222295382501,4.74493212836325,1.0,1
0,1,0,1,0,1,1,0,0,0,1,8.426611813185,4.74493212836325,1.0,1
1,0,1,0,0,1,1,0,1,0,0,7.70210434005105,4.189654742026425,1.0,1
0,1,0,1,1,0,1,0,0,1,0,9.02401079378469,5.0238805208462765,0.0,0
0,1,0,1,1,0,1,0,1,0,0,11.302204433654575,5.886104031450156,0.0,0
1,0,1,0,0,1,0,1,0,1,0,8.260234291607297,4.127134385045092,1.0,0
0,1,0,1,1,0,1,0,0,0,1,8.741296282225147,5.075173815233827,1.0,1
0,1,0,1,0,1,1,0,1,0,0,8.715388097366482,5.384495062789089,0.0,0
0,1,0,1,0,1,1,0,1,0,0,8.363109176033522,4.700480365792417,1.0,1
1,0,0,1,0,1,1,0,0,1,0,8.591558273371545,5.181783550292085,0.0,0
1,0,1,0,1,0,1,0,0,0,1,8.00469951054955,4.0943445622221,1.0,1
1,0,1,0,1,0,1,0,0,0,1,7.8632667240095735,5.075173815233827,1.0,0
0,1,0,1,1,0,0,1,0,0,1,9.980448593672257,5.476463551931511,1.0,0
0,1,0,1,1,0,1,0,1,0,0,8.242229891372231,4.718498871295094,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.44741429680832,4.927253685157205,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.67060073804555,4.927253685157205,1.0,1
1,0,1,0,0,1,1,0,0,0,1,7.908387159290043,4.382026634673881,0.0,0
0,1,0,1,1,0,1,0,0,0,1,8.171599480345463,4.605170185988092,1.0,1
0,1,0,1,1,0,1,0,0,0,1,9.095714846134879,4.700480365792417,0.0,0
0,1,0,1,1,0,1,0,0,1,0,9.607773308387083,4.564348191467836,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.848796450925947,4.795790545596741,1.0,1
1,0,1,0,0,1,1,0,1,0,0,8.43511508038063,4.394449154672439,1.0,0
0,1,0,1,1,0,1,0,0,1,0,8.688622307043769,4.890349128221754,1.0,1
0,1,0,1,1,0,1,0,1,0,0,7.984844261119869,4.465908118654584,1.0,1
0,1,1,0,0,1,1,0,0,0,1,7.907283609426348,4.0943445622221,1.0,1
1,0,1,0,1,0,0,1,0,1,0,9.06230429314878,5.0106352940962555,1.0,1
0,1,1,0,1,0,1,0,1,0,0,8.779557455883728,4.653960350157523,0.0,0
0,1,1,0,1,0,1,0,0,1,0,9.463120392418698,6.003887067106539,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.469052816088302,4.962844630259907,1.0,1
0,1,1,0,1,0,1,0,0,0,1,8.229511118964457,4.605170185988092,1.0,1
0,1,1,0,1,0,1,0,0,1,0,8.236685322712457,3.912023005428146,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.11312710422178,5.062595033026967,1.0,1
0,1,1,0,1,0,0,1,0,0,1,9.251098364448351,5.231108616854587,0.0,0
1,0,0,1,0,1,0,1,1,0,0,8.873748128154395,4.927253685157205,1.0,1
0,1,1,0,1,0,1,0,0,1,0,9.07383312732152,5.231108616854587,1.0,1
0,1,0,1,1,0,1,0,1,0,0,9.1833801903934,5.19295685089021,1.0,1
0,1,1,0,0,1,1,0,0,1,0,8.809862805379057,4.997212273764115,1.0,1
0,1,1,0,1,0,1,0,0,1,0,10.537919225261291,5.0238805208462765,1.0,1
0,1,0,1,1,0,1,0,1,0,0,9.659248037927183,5.1647859739235145,1.0,1
0,1,0,1,1,0,0,1,1,0,0,8.450198322591959,4.867534450455582,1.0,1
0,1,0,1,0,1,1,0,1,0,0,8.445052513638554,4.700480365792417,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.500047032581268,4.007333185232471,1.0,0
0,1,0,1,1,0,1,0,1,0,0,8.527143522269405,5.0106352940962555,0.0,0
0,1,1,0,0,1,0,1,0,1,0,8.368925174747135,5.247024072160486,1.0,0
0,1,0,1,0,1,1,0,1,0,0,8.1786387885907,4.8283137373023015,0.0,0
0,1,0,1,0,1,1,0,0,0,1,8.135639903354386,4.0943445622221,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.644882552557126,5.003946305945459,0.0,0
0,1,0,1,1,0,1,0,1,0,0,8.506940814951886,4.499809670330265,0.0,1
0,1,1,0,1,0,0,1,0,1,0,8.865735152124781,4.430816798843313,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.258163361537619,4.564348191467836,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.366602832783736,4.770684624465665,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.744647438317532,5.153291594497779,1.0,0
0,1,1,0,1,0,1,0,1,0,0,8.378850241794492,4.912654885736052,1.0,1
0,1,0,1,1,0,1,0,0,1,0,9.0280988119824,5.075173815233827,1.0,0
0,1,0,1,1,0,0,1,0,1,0,8.726805608446096,5.075173815233827,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.954156966583772,4.852030263919617,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.556990661290303,5.030437921392435,1.0,1
1,0,1,0,0,1,1,0,0,1,0,8.55468163582723,4.882801922586371,1.0,1
0,1,1,0,1,0,1,0,0,1,0,8.334711621820917,4.584967478670572,0.0,0
0,1,1,0,1,0,1,0,1,0,0,8.699514748210191,4.941642422609304,1.0,1
0,1,0,1,0,1,1,0,0,0,1,8.436200032206706,4.248495242049359,0.0,0
0,1,0,1,1,0,1,0,0,1,0,9.722684841711443,4.700480365792417,1.0,1
1,0,0,1,0,1,1,0,0,1,0,8.047829357457841,4.584967478670572,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.822322177471738,4.700480365792417,1.0,0
0,1,0,1,1,0,0,1,0,1,0,8.617762246337932,5.087596335232384,1.0,1
0,1,0,1,0,1,1,0,1,0,0,8.331586243630754,4.727387818712341,0.0,0
0,1,0,1,1,0,1,0,0,1,0,8.453401058328458,4.605170185988092,1.0,1
1,0,1,0,1,0,0,1,0,0,1,7.824046010856292,4.532599493153256,1.0,1
0,1,1,0,1,0,1,0,1,0,0,9.228180290104513,5.087596335232384,1.0,1
0,1,0,1,1,0,0,1,1,0,0,9.772182251758139,5.0106352940962555,1.0,1
0,1,0,1,1,0,1,0,0,1,0,9.041921720351219,5.438079308923196,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.464846711044029,4.882801922586371,0.0,0
0,1,0,1,1,0,0,1,0,1,0,9.847816267665664,4.454347296253507,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.422882511944996,5.062595033026967,1.0,0
1,0,1,0,0,1,1,0,1,0,0,8.37793112408273,5.0369526024136295,1.0,1
0,1,0,1,0,1,1,0,1,0,0,8.037543185118697,4.727387818712341,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.562740006372207,4.852030263919617,1.0,1
0,1,0,1,1,0,1,0,0,1,0,9.290352309945568,5.455321115357702,1.0,1
0,1,0,1,1,0,1,0,0,1,0,9.027978814382207,5.5053315359323625,1.0,1
0,1,0,1,0,1,1,0,1,0,0,8.387995252944556,4.875197323201151,1.0,1
0,1,1,0,1,0,1,0,1,0,0,8.173857454773621,4.382026634673881,0.0,0
0,1,0,1,1,0,1,0,0,0,1,9.816457993563025,6.214608098422191,1.0,0
0,1,0,1,1,0,0,1,0,1,0,8.804775258867686,5.075173815233827,1.0,1
0,1,1,0,1,0,1,0,0,0,1,7.79770203551669,4.31748811353631,1.0,0
0,1,1,0,0,1,1,0,0,1,0,8.609590040682205,4.564348191467836,1.0,1
0,1,0,1,0,1,1,0,0,0,1,8.774003600200931,5.225746673713202,1.0,1
0,1,1,0,0,1,1,0,1,0,0,8.213652703029998,4.700480365792417,1.0,1
1,0,1,0,0,1,0,1,0,1,0,9.756320761816548,5.41610040220442,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.657650544111494,4.77912349311153,0.0,0
1,0,0,1,1,0,1,0,0,1,0,8.352082671352637,4.653960350157523,1.0,1
0,1,0,1,0,1,1,0,1,0,0,8.366370301681654,4.672828834461906,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.920255414908091,4.709530201312334,1.0,1
0,1,0,1,1,0,0,1,0,1,0,7.970740390007095,4.553876891600541,1.0,1
0,1,1,0,1,0,1,0,1,0,0,9.277905558138606,5.342334251964811,0.0,0
1,0,1,0,1,0,1,0,1,0,0,8.372860820526318,4.727387818712341,1.0,1
1,0,1,0,1,0,1,0,0,1,0,8.058010800802085,4.605170185988092,1.0,1
0,1,0,1,1,0,1,0,0,1,0,9.258082367961604,5.337538079701318,1.0,1
0,1,0,1,0,1,1,0,1,0,0,9.143345503151904,4.927253685157205,1.0,0
0,1,0,1,0,1,1,0,0,1,0,8.574895901544526,4.820281565605037,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.97790377375038,5.493061443340548,1.0,1
0,1,0,1,1,0,1,0,0,0,1,10.221941283654663,6.173786103901937,1.0,1
0,1,1,0,1,0,1,0,0,0,1,8.183955717304954,4.564348191467836,1.0,0
0,1,0,1,1,0,0,1,0,0,1,8.61104776688786,5.236441962829949,1.0,1
1,0,1,0,1,0,1,0,0,0,1,9.492658081928813,3.6888794541139363,1.0,1
0,1,1,0,0,1,1,0,1,0,0,8.493924564476883,4.605170185988092,1.0,0
0,1,0,1,1,0,1,0,0,1,0,8.995784837848506,5.521460917862246,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.578852571802965,4.997212273764115,1.0,1
0,1,0,1,1,0,1,0,0,1,0,9.082052351674651,4.248495242049359,1.0,0
0,1,1,0,1,0,1,0,1,0,0,9.15704507491796,5.739792912179234,1.0,0
0,1,0,1,1,0,1,0,1,0,0,8.83840674707681,5.0106352940962555,1.0,1
1,0,0,1,1,0,1,0,0,1,0,8.206037762778815,4.727387818712341,1.0,1
0,1,0,1,0,1,1,0,0,1,0,8.491670234185152,4.812184355372417,0.0,0
0,1,1,0,1,0,1,0,0,1,0,8.794521851788527,5.220355825078324,1.0,0
1,0,1,0,0,1,1,0,1,0,0,8.131530710604252,4.553876891600541,1.0,0
0,1,0,1,0,1,1,0,0,1,0,8.277411998949004,3.8066624897703196,1.0,1
0,1,1,0,1,0,1,0,0,1,0,7.824046010856292,4.007333185232471,1.0,1
0,1,0,1,1,0,0,1,1,0,0,8.867990898182093,4.605170185988092,1.0,1
0,1,0,1,1,0,0,1,1,0,0,9.623376745580666,6.173786103901937,1.0,1
0,1,1,0,1,0,1,0,0,1,0,8.819813136232225,5.062595033026967,1.0,0
0,1,0,1,1,0,0,1,1,0,0,9.769956159911606,5.991464547107982,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.236155661683124,4.700480365792417,1.0,1
0,1,0,1,0,1,1,0,0,1,0,8.812099108957337,5.081404364984463,0.0,1
0,1,1,0,0,1,1,0,0,1,0,8.289288323000317,4.543294782270004,1.0,1
0,1,1,0,0,1,1,0,0,1,0,8.82217476094608,4.867534450455582,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.783396232190894,5.375278407684165,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.361941906144946,4.605170185988092,1.0,1
0,1,1,0,1,0,1,0,1,0,0,8.185350223178686,4.700480365792417,0.0,0
0,1,1,0,1,0,1,0,0,1,0,9.328123407632566,5.278114659230517,1.0,0
1,0,1,0,0,1,0,1,0,0,1,9.807251944655302,4.8283137373023015,1.0,1
0,1,1,0,0,1,1,0,1,0,0,8.432070937999402,4.836281906951478,1.0,1
0,1,0,1,1,0,1,0,0,0,1,9.214232786691527,5.780743515792329,1.0,1
0,1,1,0,1,0,1,0,0,1,0,8.193400231952097,4.672828834461906,1.0,1
0,1,0,1,0,1,1,0,1,0,0,8.146998697389993,4.189654742026425,1.0,0
0,1,0,1,1,0,1,0,1,0,0,8.766705997750515,5.056245805348308,1.0,1
1,0,0,1,1,0,1,0,0,1,0,8.916371914881694,4.941642422609304,1.0,1
1,0,1,0,1,0,1,0,0,1,0,7.6676260915849905,4.59511985013459,0.0,0
1,0,1,0,1,0,1,0,0,1,0,8.20303024171486,4.553876891600541,1.0,1
0,1,0,1,0,1,1,0,0,0,1,8.46863300080086,4.852030263919617,1.0,1
1,0,0,1,0,1,1,0,0,1,0,8.210668031162976,4.624972813284271,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.45914025996762,5.043425116919247,1.0,1
0,1,1,0,0,1,1,0,0,1,0,8.119100837637486,4.382026634673881,1.0,0
0,1,1,0,1,0,1,0,1,0,0,8.368461137615839,4.976733742420574,1.0,1
1,0,1,0,1,0,1,0,0,1,0,8.517193191416238,4.634728988229636,0.0,0
0,1,0,1,1,0,1,0,1,0,0,8.476579508530941,4.700480365792417,1.0,1
0,1,0,1,1,0,0,1,1,0,0,8.799812469525556,5.062595033026967,0.0,0
0,1,0,1,0,1,1,0,1,0,0,8.490233009833455,4.787491742782046,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.792245847467877,5.062595033026967,1.0,1
0,1,0,1,0,1,1,0,0,0,1,8.473659189392508,5.198497031265826,0.0,0
0,1,0,1,1,0,1,0,1,0,0,8.969414650866176,4.882801922586371,0.0,0
0,1,0,1,1,0,1,0,0,1,0,8.779557455883728,3.258096538021482,1.0,1
1,0,1,0,1,0,1,0,0,0,1,8.36450810375059,4.430816798843313,1.0,1
0,1,0,1,1,0,0,1,0,1,0,9.22414465295258,5.560681631015528,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.78813593986372,5.087596335232384,1.0,1
1,0,0,1,1,0,1,0,0,1,0,8.777401286867264,5.204006687076795,1.0,1
0,1,0,1,0,1,1,0,0,1,0,8.27308133366583,4.68213122712422,1.0,1
1,0,0,1,1,0,0,1,0,1,0,9.877348894926433,6.396929655216146,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.984317679911129,5.351858133476067,1.0,1
0,1,1,0,0,1,0,1,0,1,0,8.66561319653451,4.882801922586371,1.0,1
0,1,0,1,1,0,1,0,0,0,1,9.08239335764556,5.552959584921617,0.0,0
0,1,0,1,0,1,1,0,1,0,0,8.404472321352118,4.787491742782046,1.0,1
0,1,1,0,1,0,1,0,0,0,1,8.11162807830774,4.248495242049359,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.68270762989381,4.812184355372417,0.0,0
1,0,1,0,1,0,1,0,0,0,1,7.774015077250727,2.1972245773362196,1.0,0
0,1,0,1,1,0,1,0,0,0,1,8.56216655705897,4.6443908991413725,0.0,0
0,1,0,1,1,0,1,0,0,0,1,8.550047528287184,5.225746673713202,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.789812386190972,5.10594547390058,0.0,0
0,1,0,1,1,0,1,0,0,0,1,9.721125994942152,5.616771097666572,1.0,1
0,1,0,1,0,1,1,0,0,1,0,8.955448122347393,5.231108616854587,1.0,0
0,1,0,1,1,0,1,0,0,1,0,8.764990330169104,5.0106352940962555,1.0,0
0,1,0,1,1,0,1,0,0,0,1,8.194229304819817,4.68213122712422,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.574895901544526,4.912654885736052,0.0,0
0,1,1,0,1,0,1,0,0,0,1,8.694167141883597,4.700480365792417,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.297543529356284,4.672828834461906,1.0,1
0,1,1,0,1,0,1,0,0,0,1,8.715880102296456,5.081404364984463,1.0,1
0,1,0,1,1,0,1,0,0,1,0,8.785692444451245,5.3230099791384085,1.0,1
0,1,1,0,1,0,1,0,0,0,1,10.482149379105689,4.499809670330265,1.0,0
1,0,0,1,1,0,1,0,0,1,0,8.060224240440958,3.58351893845611,1.0,1
0,1,0,1,1,0,1,0,1,0,0,7.539027055823995,4.110873864173311,1.0,0
0,1,0,1,1,0,1,0,1,0,0,8.456168489578463,4.983606621708336,0.0,0
0,1,0,1,1,0,1,0,1,0,0,8.893298144217916,5.147494476813453,1.0,0
0,1,0,1,1,0,1,0,0,0,1,8.247743887225516,4.6443908991413725,1.0,1
1,0,1,0,0,1,1,0,0,1,0,7.68017564043659,4.248495242049359,1.0,1
0,1,1,0,1,0,1,0,0,1,0,8.465899897028686,4.543294782270004,1.0,1
0,1,0,1,1,0,0,1,0,1,0,7.9105906122564775,4.663439094112067,0.0,0
0,1,0,1,1,0,1,0,0,1,0,8.766550149546351,4.02535169073515,1.0,1
0,1,0,1,1,0,0,1,0,1,0,8.699514748210191,5.3230099791384085,1.0,0
0,1,1,0,1,0,0,1,0,1,0,9.143880005275912,5.676753802268282,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.876125585396185,4.955827057601261,1.0,1
0,1,0,1,1,0,0,1,0,0,1,9.68781601606062,5.560681631015528,1.0,1
0,1,1,0,0,1,1,0,1,0,0,8.251403065380556,4.700480365792417,1.0,1
0,1,0,1,0,1,0,1,1,0,0,8.906935339059165,5.231108616854587,1.0,0
0,1,1,0,1,0,1,0,0,1,0,8.00202481821611,4.477336814478207,0.0,0
0,1,0,1,1,0,0,1,1,0,0,9.206633510044856,5.19295685089021,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.662158961666423,5.2574953720277815,1.0,1
1,0,1,0,1,0,1,0,0,0,1,10.647399137646048,5.857933154483459,1.0,0
0,1,0,1,0,1,1,0,1,0,0,8.645762292210945,5.043425116919247,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.648747631156539,4.852030263919617,1.0,1
0,1,1,0,1,0,1,0,1,0,0,8.984317679911129,5.147494476813453,1.0,1
1,0,0,1,1,0,1,0,0,1,0,9.392661928770137,6.206575926724928,1.0,1
0,1,0,1,0,1,1,0,0,0,1,8.732304571033183,4.787491742782046,1.0,0
0,1,0,1,1,0,1,0,0,1,0,8.68270762989381,5.153291594497779,1.0,1
0,1,0,1,0,1,1,0,1,0,0,8.59378379357795,5.056245805348308,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.552946361122055,4.68213122712422,1.0,1
1,0,1,0,1,0,1,0,1,0,0,7.9724660159745655,4.2626798770413155,1.0,1
0,1,0,1,1,0,1,0,1,0,0,8.32020459757888,3.6888794541139363,1.0,1
0,1,0,1,1,0,1,0,0,0,1,9.025455532779063,5.53338948872752,1.0,1
0,1,0,1,1,0,1,0,0,0,1,8.933664178700935,5.231108616854587,1.0,1
1,0,1,0,1,0,0,1,0,1,0,8.430109084509125,4.890349128221754,0.0,0
